Latitude (decimal degrees):	28.095
Longitude (decimal degrees):	-15.487
Elevation (m):	255
Radiation database:	PVGIS-SARAH3


Slope: 27 deg. (optimum)
Azimuth: 2 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	20.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230324:0909,352.46,360.52,108.38,4.68,26.96,18.89,4.9,0.0
20230324:1009,543.87,587.63,130.01,7.02,39.49,20.21,4.97,0.0
20230324:1109,686.51,785.97,134.95,8.91,50.88,20.89,4.97,0.0
20230324:1209,784.87,947.92,119.82,10.26,59.74,21.37,5.24,0.0
20230324:1309,799.32,943.25,147.27,10.44,63.33,21.7,5.45,0.0
20230324:1409,761.37,869.18,164.53,9.87,59.7,21.94,5.52,0.0
20230324:1509,675.76,743.51,164.1,8.65,50.81,22.01,5.45,0.0
20230324:1609,534.34,548.06,160.54,6.76,39.4,21.81,5.38,0.0
20230324:1709,342.38,317.54,140.57,4.4,26.87,21.3,5.31,0.0
20230324:1809,126.02,103.86,89.13,1.9,13.84,20.45,5.38,0.0
20230324:1909,0.0,0.0,0.0,0.0,0.0,19.44,5.38,0.0
20230324:2009,0.0,0.0,0.0,0.0,0.0,18.38,5.17,0.0
20230324:2109,0.0,0.0,0.0,0.0,0.0,17.91,4.97,0.0
20230324:2209,0.0,0.0,0.0,0.0,0.0,17.74,4.83,0.0
20230324:2309,0.0,0.0,0.0,0.0,0.0,17.61,4.9,0.0
20230325:0009,0.0,0.0,0.0,0.0,0.0,17.52,4.83,0.0
20230325:0109,0.0,0.0,0.0,0.0,0.0,17.36,4.34,0.0
20230325:0209,0.0,0.0,0.0,0.0,0.0,17.26,3.79,0.0
20230325:0309,0.0,0.0,0.0,0.0,0.0,17.2,3.59,0.0
20230325:0409,0.0,0.0,0.0,0.0,0.0,17.2,3.72,0.0
20230325:0509,0.0,0.0,0.0,0.0,0.0,17.19,3.86,0.0
20230325:0609,0.0,0.0,0.0,0.0,0.0,17.17,4.0,0.0
20230325:0709,0.0,0.0,0.0,0.0,0.0,17.37,3.31,0.0
20230325:0809,129.63,131.97,72.1,2.17,14.19,17.78,3.17,0.0
20230325:0909,347.94,357.08,111.05,4.7,27.23,19.79,3.38,0.0
20230325:1009,533.86,580.47,133.77,7.02,39.78,21.25,3.72,0.0
20230325:1109,680.15,796.12,130.37,9.0,51.22,22.12,4.0,0.0
20230325:1209,774.49,960.11,113.04,10.34,60.13,22.69,4.14,0.0
20230325:1309,786.36,943.37,146.93,10.47,63.73,23.02,4.48,0.0
20230325:1409,755.11,879.52,158.85,9.95,60.01,23.05,4.76,0.0
20230325:1509,675.45,765.25,152.1,8.77,51.04,22.91,4.69,0.0
20230325:1609,538.45,578.02,143.53,6.9,39.57,22.71,4.48,0.0
20230325:1709,348.57,342.42,128.3,4.53,27.01,22.39,4.34,0.0
20230325:1809,128.64,112.67,86.25,1.97,13.96,21.7,4.41,0.0
20230325:1909,0.0,0.0,0.0,0.0,0.0,20.6,4.48,0.0
20230325:2009,0.0,0.0,0.0,0.0,0.0,19.62,4.34,0.0
20230325:2109,0.0,0.0,0.0,0.0,0.0,19.2,4.07,0.0
20230325:2209,0.0,0.0,0.0,0.0,0.0,18.9,3.93,0.0
20230325:2309,0.0,0.0,0.0,0.0,0.0,18.64,3.86,0.0
20230326:0009,0.0,0.0,0.0,0.0,0.0,18.35,4.0,0.0
20230326:0109,0.0,0.0,0.0,0.0,0.0,18.03,4.21,0.0
20230326:0209,0.0,0.0,0.0,0.0,0.0,17.79,4.55,0.0
20230326:0309,0.0,0.0,0.0,0.0,0.0,17.63,4.97,0.0
20230326:0409,0.0,0.0,0.0,0.0,0.0,17.53,5.24,0.0
20230326:0509,0.0,0.0,0.0,0.0,0.0,17.48,5.31,0.0
20230326:0609,0.0,0.0,0.0,0.0,0.0,17.43,5.1,0.0
20230326:0709,0.0,0.0,0.0,0.0,0.0,17.5,4.28,0.0
20230326:0809,134.96,142.37,69.97,2.28,14.45,18.04,3.45,0.0
20230326:0909,354.95,368.56,108.78,4.82,27.5,19.49,3.17,0.0
20230326:1009,540.28,596.19,128.29,7.15,40.08,20.47,3.1,0.0
20230326:1109,671.6,784.24,138.54,9.0,51.56,21.35,2.9,0.0
20230326:1209,760.58,943.47,125.74,10.34,60.52,22.11,2.83,0.0
20230326:1309,770.97,937.93,153.08,10.51,64.12,22.7,2.83,0.0
20230326:1409,683.64,679.05,276.64,9.27,60.32,23.07,2.83,0.0
20230326:1509,668.99,782.35,145.45,8.9,51.26,23.25,2.97,0.0
20230326:1609,550.04,624.48,122.3,7.16,39.73,23.26,3.38,0.0
20230326:1709,356.32,365.84,116.88,4.66,27.14,22.67,4.0,0.0
20230326:1809,120.98,92.33,93.9,1.88,14.08,21.47,4.55,0.0
20230326:1909,0.0,0.0,0.0,0.0,0.0,19.92,5.03,0.0
20230326:2009,0.0,0.0,0.0,0.0,0.0,18.57,4.97,0.0
20230326:2109,0.0,0.0,0.0,0.0,0.0,17.88,4.9,0.0
20230326:2209,0.0,0.0,0.0,0.0,0.0,17.49,4.62,0.0
20230326:2309,0.0,0.0,0.0,0.0,0.0,17.27,4.69,0.0
20230327:0009,0.0,0.0,0.0,0.0,0.0,17.1,5.03,0.0
20230327:0109,0.0,0.0,0.0,0.0,0.0,16.84,5.24,0.0
20230327:0209,0.0,0.0,0.0,0.0,0.0,16.61,5.1,0.0
20230327:0309,0.0,0.0,0.0,0.0,0.0,16.46,4.9,0.0
20230327:0409,0.0,0.0,0.0,0.0,0.0,16.41,4.69,0.0
20230327:0509,0.0,0.0,0.0,0.0,0.0,16.38,4.55,0.0
20230327:0609,0.0,0.0,0.0,0.0,0.0,16.41,4.41,0.0
20230327:0709,0.0,0.0,0.0,0.0,0.0,16.69,3.93,0.0
20230327:0809,141.95,156.5,65.86,2.4,14.7,17.26,3.79,0.0
20230327:0909,365.01,382.02,105.48,4.95,27.77,19.04,4.0,0.0
20230327:1009,554.99,613.95,123.89,7.31,40.37,20.43,4.21,0.0
20230327:1109,688.77,794.34,138.3,9.12,51.89,21.41,4.34,0.0
20230327:1209,779.14,943.48,129.78,10.42,60.9,22.18,4.48,0.0
20230327:1309,795.09,949.15,151.77,10.64,64.51,22.77,4.62,0.0
20230327:1409,765.53,897.77,156.2,10.16,60.63,23.09,4.83,0.0
20230327:1509,691.26,791.53,145.23,9.02,51.48,22.94,5.17,0.0
20230327:1609,553.01,599.21,137.77,7.11,39.9,22.5,5.31,0.0
20230327:1709,366.13,376.71,114.64,4.77,27.27,21.91,5.31,0.0
20230327:1809,138.75,135.1,79.45,2.14,14.19,21.15,5.17,0.0
20230327:1909,0.0,0.0,0.0,0.0,0.0,20.67,4.48,0.0
20230327:2009,0.0,0.0,0.0,0.0,0.0,19.79,4.28,0.0
20230327:2109,0.0,0.0,0.0,0.0,0.0,19.32,4.34,0.0
20230327:2209,0.0,0.0,0.0,0.0,0.0,18.91,4.62,0.0
20230327:2309,0.0,0.0,0.0,0.0,0.0,18.46,4.9,0.0
20230328:0009,0.0,0.0,0.0,0.0,0.0,18.05,5.03,0.0
20230328:0109,0.0,0.0,0.0,0.0,0.0,17.71,5.03,0.0
20230328:0209,0.0,0.0,0.0,0.0,0.0,17.48,5.03,0.0
20230328:0309,0.0,0.0,0.0,0.0,0.0,17.33,4.9,0.0
20230328:0409,0.0,0.0,0.0,0.0,0.0,17.24,4.76,0.0
20230328:0509,0.0,0.0,0.0,0.0,0.0,17.15,4.62,0.0
20230328:0609,0.0,0.0,0.0,0.0,0.0,17.1,4.48,0.0
20230328:0709,0.0,0.0,2.74,0.03,1.74,17.08,4.21,0.0
20230328:0809,143.86,159.62,65.56,2.46,14.96,17.59,3.93,0.0
20230328:0909,368.71,389.04,104.16,5.03,28.04,19.4,4.0,0.0
20230328:1009,553.56,605.73,131.92,7.34,40.66,20.97,4.28,0.0
20230328:1109,694.19,803.28,138.04,9.24,52.22,22.04,4.62,0.0
20230328:1209,782.75,940.2,134.87,10.47,61.29,22.66,5.03,0.0
20230328:1309,805.44,958.09,151.53,10.76,64.9,22.96,5.31,0.0
20230328:1409,779.22,917.88,149.55,10.32,60.94,23.12,5.52,0.0
20230328:1509,696.92,798.41,143.88,9.1,51.69,23.15,5.66,0.0
20230328:1609,559.75,614.08,132.25,7.22,40.06,23.01,5.72,0.0
20230328:1709,370.2,386.33,111.27,4.85,27.4,22.59,5.79,0.0
20230328:1809,144.18,150.75,73.51,2.24,14.31,21.79,5.72,0.0
20230328:1909,0.0,0.0,0.0,0.0,0.0,20.84,5.45,0.0
20230328:2009,0.0,0.0,0.0,0.0,0.0,19.76,5.59,0.0
20230328:2109,0.0,0.0,0.0,0.0,0.0,19.26,5.52,0.0
20230328:2209,0.0,0.0,0.0,0.0,0.0,18.95,5.52,0.0
20230328:2309,0.0,0.0,0.0,0.0,0.0,18.74,5.38,0.0
20230329:0009,0.0,0.0,0.0,0.0,0.0,18.66,5.38,0.0
20230329:0109,0.0,0.0,0.0,0.0,0.0,18.55,5.38,0.0
20230329:0209,0.0,0.0,0.0,0.0,0.0,18.4,5.31,0.0
20230329:0309,0.0,0.0,0.0,0.0,0.0,18.18,5.17,0.0
20230329:0409,0.0,0.0,0.0,0.0,0.0,17.97,5.03,0.0
20230329:0509,0.0,0.0,0.0,0.0,0.0,17.89,5.03,0.0
20230329:0609,0.0,0.0,0.0,0.0,0.0,17.94,5.03,0.0
20230329:0709,0.0,0.0,4.56,0.05,1.99,18.32,4.97,0.0
20230329:0809,142.39,153.08,70.1,2.46,15.21,19.29,4.69,0.0
20230329:0909,364.34,382.44,107.82,5.03,28.3,21.39,4.69,0.0
20230329:1009,551.68,611.52,127.36,7.38,40.95,22.95,4.9,0.0
20230329:1109,690.31,800.22,137.65,9.24,52.55,23.83,5.38,0.0
20230329:1209,787.5,961.04,121.69,10.58,61.67,24.19,5.79,0.0
20230329:1309,801.34,952.68,151.11,10.74,65.29,24.44,6.07,0.0
20230329:1409,770.34,900.34,155.51,10.25,61.24,24.61,6.21,0.0
20230329:1509,684.19,772.11,155.06,9.0,51.91,24.54,6.14,0.0
20230329:1609,540.96,571.44,152.58,7.05,40.21,24.26,6.0,0.0
20230329:1709,349.67,338.8,133.95,4.66,27.53,23.79,5.93,0.0
20230329:1809,129.75,110.32,90.89,2.06,14.42,23.0,6.14,0.0
20230329:1909,0.0,0.0,0.0,0.0,0.0,22.21,6.28,0.0
20230329:2009,0.0,0.0,0.0,0.0,0.0,21.02,6.83,0.0
20230329:2109,0.0,0.0,0.0,0.0,0.0,20.47,6.97,0.0
20230329:2209,0.0,0.0,0.0,0.0,0.0,20.2,6.62,0.0
20230329:2309,0.0,0.0,0.0,0.0,0.0,20.04,6.0,0.0
20230330:0009,0.0,0.0,0.0,0.0,0.0,19.96,5.45,0.0
20230330:0109,0.0,0.0,0.0,0.0,0.0,20.03,5.1,0.0
20230330:0209,0.0,0.0,0.0,0.0,0.0,20.04,5.03,0.0
20230330:0309,0.0,0.0,0.0,0.0,0.0,19.92,4.9,0.0
20230330:0409,0.0,0.0,0.0,0.0,0.0,19.74,4.9,0.0
20230330:0509,0.0,0.0,0.0,0.0,0.0,19.52,5.17,0.0
20230330:0609,0.0,0.0,0.0,0.0,0.0,19.3,5.45,0.0
20230330:0709,0.23,0.0,6.39,0.07,2.24,19.54,4.76,0.0
20230330:0809,138.45,139.08,77.47,2.4,15.47,20.28,4.69,0.0
20230330:0909,347.61,338.66,129.32,4.84,28.56,21.91,5.1,0.0
20230330:1009,534.99,561.84,151.57,7.17,41.24,23.06,5.52,0.0
20230330:1109,679.97,771.24,149.81,9.11,52.88,23.91,5.66,0.0
20230330:1209,776.06,939.21,129.87,10.48,62.05,24.6,5.66,0.0
20230330:1309,775.88,903.46,172.89,10.51,65.68,25.13,5.38,0.0
20230330:1409,724.79,785.07,218.99,9.81,61.54,25.45,5.03,0.0
20230330:1509,628.94,630.48,231.94,8.45,52.12,25.72,4.9,0.0
20230330:1609,485.26,435.89,222.18,6.51,40.37,25.88,4.9,0.0
20230330:1709,296.65,218.92,187.39,4.11,27.65,25.52,5.38,0.0
20230330:1809,110.2,68.75,102.4,1.81,14.54,24.18,6.14,0.0
20230330:1909,0.0,0.0,0.0,0.0,0.0,22.75,5.86,0.0
20230330:2009,0.0,0.0,0.0,0.0,0.0,21.6,5.38,0.0
20230330:2109,0.0,0.0,0.0,0.0,0.0,21.41,5.1,0.0
20230330:2209,0.0,0.0,0.0,0.0,0.0,21.5,4.9,0.0
20230330:2309,0.0,0.0,0.0,0.0,0.0,21.59,4.69,0.0
20230331:0009,0.0,0.0,0.0,0.0,0.0,21.62,4.21,0.0
20230331:0109,0.0,0.0,0.0,0.0,0.0,21.62,3.52,0.0
20230331:0209,0.0,0.0,0.0,0.0,0.0,21.47,2.97,0.0
20230331:0309,0.0,0.0,0.0,0.0,0.0,21.17,3.17,0.0
20230331:0409,0.0,0.0,0.0,0.0,0.0,20.91,3.45,0.0
20230331:0509,0.0,0.0,0.0,0.0,0.0,20.63,3.52,0.0
20230331:0609,0.0,0.0,0.0,0.0,0.0,20.36,3.31,0.0
20230331:0709,0.92,0.0,8.21,0.1,2.49,19.76,2.69,0.0
20230331:0809,135.33,125.39,85.77,2.36,15.72,20.34,2.34,0.0
20230331:0909,342.19,340.72,129.98,4.89,28.83,23.65,2.55,0.0
20230331:1009,523.18,563.56,152.25,7.22,41.52,24.62,3.1,0.0
20230331:1109,666.45,784.51,143.19,9.21,53.21,25.04,3.38,0.0
20230331:1209,762.78,953.4,122.11,10.58,62.43,25.43,3.86,0.0
20230331:1309,775.51,932.15,157.77,10.67,66.06,25.55,4.41,0.0
20230331:1409,739.15,848.11,181.07,10.06,61.84,25.37,4.62,0.0
20230331:1509,653.75,709.16,187.6,8.78,52.32,25.11,4.69,0.0
20230331:1609,507.6,492.84,193.28,6.77,40.52,24.76,4.62,0.0
20230331:1709,318.32,267.24,166.86,4.37,27.78,24.23,4.55,0.0
20230331:1809,116.03,79.4,100.75,1.9,14.65,23.46,4.48,0.0
20230331:1909,0.0,0.0,0.0,0.0,0.0,22.89,3.93,0.0
20230331:2009,0.0,0.0,0.0,0.0,0.0,21.86,3.93,0.0
20230331:2109,0.0,0.0,0.0,0.0,0.0,21.19,4.0,0.0
20230331:2209,0.0,0.0,0.0,0.0,0.0,20.6,4.07,0.0
20230331:2309,0.0,0.0,0.0,0.0,0.0,20.09,4.34,0.0
20230401:0009,0.0,0.0,0.0,0.0,0.0,19.64,4.62,0.0
20230401:0109,0.0,0.0,0.0,0.0,0.0,19.34,4.76,0.0
20230401:0209,0.0,0.0,0.0,0.0,0.0,19.0,4.83,0.0
20230401:0309,0.0,0.0,0.0,0.0,0.0,18.69,4.76,0.0
20230401:0409,0.0,0.0,0.0,0.0,0.0,18.48,4.69,0.0
20230401:0509,0.0,0.0,0.0,0.0,0.0,18.29,4.69,0.0
20230401:0609,0.0,0.0,0.0,0.0,0.0,18.16,4.76,0.0
20230401:0709,1.73,0.0,10.04,0.12,2.75,18.07,4.83,0.0
20230401:0809,146.44,149.32,76.93,2.55,15.97,18.59,4.62,0.0
20230401:0909,370.78,380.63,113.85,5.16,29.09,19.89,4.9,0.0
20230401:1009,558.65,604.38,135.63,7.49,41.8,21.02,5.17,0.0
20230401:1109,698.52,796.63,144.03,9.37,53.53,21.83,5.31,0.0
20230401:1209,788.63,942.6,134.67,10.63,62.81,22.31,5.45,0.0
20230401:1309,809.59,958.49,151.22,10.9,66.45,22.6,5.66,0.0
20230401:1409,775.62,892.15,161.91,10.33,62.13,22.55,6.0,0.0
20230401:1509,690.44,762.13,162.4,9.07,52.53,22.1,6.14,0.0
20230401:1609,506.16,442.67,224.68,6.65,40.67,21.48,6.28,0.0
20230401:1709,363.43,360.07,123.84,4.84,27.9,20.8,6.28,0.0
20230401:1809,140.84,136.21,80.75,2.27,14.76,19.92,6.28,0.0
20230401:1909,0.0,0.0,0.0,0.0,0.0,18.83,6.48,0.0
20230401:2009,0.0,0.0,0.0,0.0,0.0,17.87,6.48,0.0
20230401:2109,0.0,0.0,0.0,0.0,0.0,17.41,6.41,0.0
20230401:2209,0.0,0.0,0.0,0.0,0.0,17.15,6.48,0.0
20230401:2309,0.0,0.0,0.0,0.0,0.0,16.94,6.41,0.0
20230402:0009,0.0,0.0,0.0,0.0,0.0,16.76,6.28,0.0
20230402:0109,0.0,0.0,0.0,0.0,0.0,16.76,6.21,0.0
20230402:0209,0.0,0.0,0.0,0.0,0.0,16.71,6.28,0.0
20230402:0309,0.0,0.0,0.0,0.0,0.0,16.68,6.34,0.0
20230402:0409,0.0,0.0,0.0,0.0,0.0,16.63,6.34,0.0
20230402:0509,0.0,0.0,0.0,0.0,0.0,16.68,6.28,0.0
20230402:0609,0.0,0.0,0.0,0.0,0.0,16.68,6.21,0.0
20230402:0709,3.2,0.0,12.99,0.16,3.0,16.74,5.93,0.0
20230402:0809,154.3,168.18,68.91,2.7,16.22,17.35,6.07,0.0
20230402:0909,360.64,335.66,139.26,4.99,29.35,18.55,6.55,0.0
20230402:1009,538.02,512.3,189.01,7.15,42.09,19.62,6.83,0.0
20230402:1109,694.46,747.69,170.7,9.19,53.85,20.43,6.76,0.0
20230402:1209,776.26,859.53,181.69,10.32,63.18,20.98,6.62,0.0
20230402:1309,809.79,931.47,163.52,10.79,66.83,21.37,6.41,0.0
20230402:1409,750.18,779.19,229.3,9.95,62.42,21.55,6.48,0.0
20230402:1509,689.44,745.08,171.39,9.03,52.73,21.42,6.69,0.0
20230402:1609,544.89,549.95,165.38,7.09,40.82,21.12,6.83,0.0
20230402:1709,313.79,232.78,184.91,4.27,28.02,20.56,6.83,0.0
20230402:1809,122.37,84.6,101.43,1.99,14.87,19.82,6.83,0.0
20230402:1909,0.0,0.0,0.91,0.01,1.65,18.71,6.83,0.0
20230402:2009,0.0,0.0,0.0,0.0,0.0,17.88,6.62,0.0
20230402:2109,0.0,0.0,0.0,0.0,0.0,17.49,6.69,0.0
20230402:2209,0.0,0.0,0.0,0.0,0.0,17.32,6.76,0.0
20230402:2309,0.0,0.0,0.0,0.0,0.0,17.16,6.69,0.0
20230403:0009,0.0,0.0,0.0,0.0,0.0,17.05,6.62,0.0
20230403:0109,0.0,0.0,0.0,0.0,0.0,16.88,6.48,0.0
20230403:0209,0.0,0.0,0.0,0.0,0.0,16.7,6.34,0.0
20230403:0309,0.0,0.0,0.0,0.0,0.0,16.6,6.34,0.0
20230403:0409,0.0,0.0,0.0,0.0,0.0,16.5,6.34,0.0
20230403:0509,0.0,0.0,0.0,0.0,0.0,16.37,6.34,0.0
20230403:0609,0.0,0.0,0.0,0.0,0.0,16.33,6.41,0.0
20230403:0709,0.69,0.0,7.57,0.09,3.24,16.47,7.1,0.0
20230403:0809,89.17,16.47,115.8,1.5,16.47,16.85,7.24,0.0
20230403:0909,224.43,66.74,231.8,3.28,29.6,17.67,7.66,0.0
20230403:1009,387.3,174.91,327.74,5.35,42.36,18.53,7.86,0.0
20230403:1109,680.4,676.75,213.38,8.95,54.17,19.38,7.66,0.0
20230403:1209,803.58,926.61,141.4,10.61,63.56,19.98,7.45,0.0
20230403:1309,814.05,913.29,173.68,10.75,67.21,20.49,7.52,0.0
20230403:1409,785.16,873.08,170.61,10.3,62.71,20.71,7.79,0.0
20230403:1509,698.38,757.42,161.56,9.08,52.92,20.72,7.86,0.0
20230403:1609,546.65,547.39,164.9,7.09,40.96,20.52,7.86,0.0
20230403:1709,352.02,323.56,141.83,4.72,28.14,20.03,7.72,0.0
20230403:1809,146.45,156.07,70.45,2.4,14.98,19.32,7.79,0.0
20230403:1909,0.0,0.0,0.91,0.01,1.76,18.36,8.14,0.0
20230403:2009,0.0,0.0,0.0,0.0,0.0,17.51,7.86,0.0
20230403:2109,0.0,0.0,0.0,0.0,0.0,17.08,7.72,0.0
20230403:2209,0.0,0.0,0.0,0.0,0.0,16.86,7.86,0.0
20230403:2309,0.0,0.0,0.0,0.0,0.0,16.75,8.14,0.0
20230404:0009,0.0,0.0,0.0,0.0,0.0,16.74,8.55,0.0
20230404:0109,0.0,0.0,0.0,0.0,0.0,16.62,8.83,0.0
20230404:0209,0.0,0.0,0.0,0.0,0.0,16.54,9.03,0.0
20230404:0309,0.0,0.0,0.0,0.0,0.0,16.52,9.1,0.0
20230404:0409,0.0,0.0,0.0,0.0,0.0,16.53,9.1,0.0
20230404:0509,0.0,0.0,0.0,0.0,0.0,16.62,9.03,0.0
20230404:0609,0.0,0.0,0.0,0.0,0.0,16.63,9.03,0.0
20230404:0709,2.38,0.0,11.35,0.13,3.49,16.58,9.31,0.0
20230404:0809,46.71,0.0,75.7,0.85,16.71,16.74,9.24,0.0
20230404:0909,330.02,245.32,183.47,4.57,29.86,16.94,9.59,0.0
20230404:1009,530.36,470.33,205.71,6.96,42.64,17.05,9.45,0.0
20230404:1109,585.31,412.01,339.24,7.71,54.48,17.41,9.31,0.0
20230404:1209,401.19,81.52,437.74,5.68,63.93,17.81,9.31,0.0
20230404:1309,716.5,580.28,350.06,9.36,67.59,18.05,9.38,0.0
20230404:1409,357.01,50.8,413.56,5.13,62.99,18.23,9.31,0.0
20230404:1509,635.34,547.3,271.06,8.2,53.12,18.17,9.38,0.0
20230404:1609,267.4,48.27,302.52,3.86,41.11,18.11,9.38,0.0
20230404:1709,288.74,177.07,201.45,3.95,28.26,17.8,9.52,0.0
20230404:1809,139.48,135.29,77.67,2.29,15.09,17.33,9.31,0.0
20230404:1909,0.0,0.0,3.65,0.04,1.87,17.01,9.38,0.0
20230404:2009,0.0,0.0,0.0,0.0,0.0,16.71,8.83,0.0
20230404:2109,0.0,0.0,0.0,0.0,0.0,16.62,8.55,0.0
20230404:2209,0.0,0.0,0.0,0.0,0.0,16.06,8.48,0.0
20230404:2309,0.0,0.0,0.0,0.0,0.0,15.43,8.83,0.0
20230405:0009,0.0,0.0,0.0,0.0,0.0,15.64,9.1,0.0
20230405:0109,0.0,0.0,0.0,0.0,0.0,15.65,9.1,0.0
20230405:0209,0.0,0.0,0.0,0.0,0.0,15.72,8.9,0.0
20230405:0309,0.0,0.0,0.0,0.0,0.0,15.68,8.76,0.0
20230405:0409,0.0,0.0,0.0,0.0,0.0,15.57,8.76,0.0
20230405:0509,0.0,0.0,0.0,0.0,0.0,15.52,8.48,0.0
20230405:0609,0.0,0.0,0.0,0.0,0.0,15.65,8.21,0.0
20230405:0709,4.74,0.07,15.82,0.19,3.74,15.9,8.0,0.0
20230405:0809,138.9,100.6,105.31,2.37,16.96,16.43,8.21,0.0
20230405:0909,347.98,290.91,161.32,4.83,30.11,17.14,9.17,0.0
20230405:1009,412.74,214.95,315.81,5.63,42.91,17.76,9.31,0.0
20230405:1109,680.3,673.99,204.07,8.89,54.8,18.33,9.24,0.0
20230405:1209,738.88,701.34,261.97,9.68,64.3,18.96,9.24,0.0
20230405:1309,704.91,566.59,355.19,9.31,67.97,19.3,9.03,0.0
20230405:1409,676.2,539.72,343.81,8.91,63.27,19.56,8.9,0.0
20230405:1509,620.37,522.66,282.16,8.1,53.31,19.56,9.17,0.0
20230405:1609,474.33,356.59,255.41,6.24,41.25,19.18,9.17,0.0
20230405:1709,322.71,253.42,170.41,4.38,28.38,18.69,8.83,0.0
20230405:1809,108.65,56.02,107.32,1.8,15.2,18.08,8.76,0.0
20230405:1909,0.0,0.0,2.74,0.03,1.99,17.3,8.62,0.0
20230405:2009,0.0,0.0,0.0,0.0,0.0,16.63,8.76,0.0
20230405:2109,0.0,0.0,0.0,0.0,0.0,16.43,8.69,0.0
20230405:2209,0.0,0.0,0.0,0.0,0.0,16.45,8.62,0.0
20230405:2309,0.0,0.0,0.0,0.0,0.0,16.35,8.34,0.0
20230406:0009,0.0,0.0,0.0,0.0,0.0,16.26,8.21,0.0
20230406:0109,0.0,0.0,0.0,0.0,0.0,16.15,8.14,0.0
20230406:0209,0.0,0.0,0.0,0.0,0.0,16.07,8.14,0.0
20230406:0309,0.0,0.0,0.0,0.0,0.0,15.97,8.07,0.0
20230406:0409,0.0,0.0,0.0,0.0,0.0,15.9,7.86,0.0
20230406:0509,0.0,0.0,0.0,0.0,0.0,15.77,7.72,0.0
20230406:0609,0.0,0.0,0.0,0.0,0.0,15.71,7.52,0.0
20230406:0709,6.56,0.27,18.93,0.26,3.98,15.59,6.97,0.0
20230406:0809,162.07,174.47,70.61,2.88,17.2,16.11,6.97,0.0
20230406:0909,397.56,421.5,97.14,5.56,30.36,17.14,6.97,0.0
20230406:1009,581.62,626.62,126.73,7.78,43.18,18.22,6.83,0.0
20230406:1109,716.11,800.21,142.31,9.55,55.11,19.15,6.69,0.0
20230406:1209,806.43,943.09,134.16,10.8,64.66,19.83,6.69,0.0
20230406:1309,827.13,969.89,142.16,11.09,68.34,20.2,6.55,0.0
20230406:1409,799.17,938.41,133.8,10.67,63.55,20.4,6.41,0.0
20230406:1509,711.0,813.21,131.23,9.42,53.49,20.4,6.21,0.0
20230406:1609,564.36,614.27,126.79,7.46,41.39,20.33,6.07,0.0
20230406:1709,373.22,390.19,105.77,5.1,28.49,20.03,6.07,0.0
20230406:1809,143.91,151.51,72.3,2.45,15.31,19.41,6.14,0.0
20230406:1909,0.0,0.0,4.56,0.05,2.1,18.44,6.0,0.0
20230406:2009,0.0,0.0,0.0,0.0,0.0,17.46,5.93,0.0
20230406:2109,0.0,0.0,0.0,0.0,0.0,16.86,5.86,0.0
20230406:2209,0.0,0.0,0.0,0.0,0.0,16.48,5.66,0.0
20230406:2309,0.0,0.0,0.0,0.0,0.0,16.2,5.52,0.0
20230407:0009,0.0,0.0,0.0,0.0,0.0,15.95,5.31,0.0
20230407:0109,0.0,0.0,0.0,0.0,0.0,15.78,5.03,0.0
20230407:0209,0.0,0.0,0.0,0.0,0.0,15.57,4.69,0.0
20230407:0309,0.0,0.0,0.0,0.0,0.0,15.42,4.48,0.0
20230407:0409,0.0,0.0,0.0,0.0,0.0,15.25,4.34,0.0
20230407:0509,0.0,0.0,0.0,0.0,0.0,15.12,4.34,0.0
20230407:0609,0.0,0.0,0.0,0.0,0.0,15.02,4.34,0.0
20230407:0709,6.76,0.21,19.27,0.25,4.22,15.14,4.14,0.0
20230407:0809,156.72,157.06,79.01,2.79,17.44,15.58,4.28,0.0
20230407:0909,377.5,381.6,114.7,5.34,30.61,16.76,4.41,0.0
20230407:1009,551.66,570.45,152.73,7.5,43.45,17.92,4.34,0.0
20230407:1109,691.33,776.37,149.13,9.41,55.41,18.83,4.14,0.0
20230407:1209,766.3,890.11,155.74,10.52,65.03,19.45,3.86,0.0
20230407:1309,763.82,833.28,214.64,10.5,68.72,19.78,3.72,0.0
20230407:1409,666.42,571.46,332.88,9.15,63.82,19.89,3.66,0.0
20230407:1509,375.53,101.41,398.5,5.43,53.68,19.84,3.72,0.0
20230407:1609,473.7,377.68,249.36,6.42,41.52,19.62,3.86,0.0
20230407:1709,191.57,44.46,216.57,2.87,28.6,19.17,4.14,0.0
20230407:1809,103.05,44.15,111.34,1.73,15.41,18.5,4.41,0.0
20230407:1909,0.0,0.0,2.74,0.03,2.21,17.42,3.52,0.0
20230407:2009,0.0,0.0,0.0,0.0,0.0,16.78,3.24,0.0
20230407:2109,0.0,0.0,0.0,0.0,0.0,16.42,2.97,0.0
20230407:2209,0.0,0.0,0.0,0.0,0.0,16.21,2.83,0.0
20230407:2309,0.0,0.0,0.0,0.0,0.0,15.89,2.76,0.0
20230408:0009,0.0,0.0,0.0,0.0,0.0,15.75,2.83,0.0
20230408:0109,0.0,0.0,0.0,0.0,0.0,15.45,2.9,0.0
20230408:0209,0.0,0.0,0.0,0.0,0.0,15.25,3.1,0.0
